"เมื่อวานนี้คุณทราบไหม ว่าเขาเพิ่งจัดทรานสคริปต์ให้แต่เช้า","Yesterday, did you know they just handed over the transcript in the morning"
"ดิฉันลองทานปอเปี๊ยะเมื่อวันก่อน เพราะอยากได้รสเปรี๊ยะเปรี้ยวมากขึ้น","I tried some spring rolls the other day because I wanted a tangy taste"
"ฟลุคคนนั้นชอบเปิดแฟลช ในตอนที่ถ่ายภาพกลางคืน","That Fluke person often turns on the flash when taking pictures at night"
"เธอรู้สึกเฟ้อเล็กน้อย เมื่อดื่มชานมไข่มุกมากเกินไป","She felt slightly bloated after drinking too much bubble tea"
"พวกเขาเบรกตรงทางม้าลาย เพื่อไม่ให้เกิดอุบัติเหตุในเมืองบราซิล","They braked at the crosswalk to prevent an accident in Brazil"
"ครั้งนี้จะมีโปรโมชั่นฟรี สำหรับลูกค้าที่ลงทะเบียนแฟรนไชส์ใหม่","This time there will be a free promotion for customers registering a new franchise"
"เมื่อคืนเธอผอยหลับไป หลังจากฟังเพลงเบาๆ ในห้อง","Last night she dozed off after listening to soft music in the room"
"ดิฉันลองต้มซุปไก่ แล้วจะหลอมผักให้เปื่อยพอดี","I tried boiling chicken soup and then will melt the vegetables until they're perfectly tender"
"ถ้าคุณอยากพักผ่อน ลองและโบ๊ไปสักครู่ก่อนดีไหม","If you want to rest, why don't you unwind for a moment first"
"เขาโว้ยออกมาเบาๆ เพราะตกใจเสียงประทัดเมื่อคืน","He exclaimed softly out of surprise from the fireworks last night"
"โปรดฟังเสียงลมหายใจ อย่าเพิ่งดร็อปกำลังใจของตนเองนะ","Please listen to your breath and don't drop your spirits yet"
"ทางนั้นเริ่มไดรฟ์ข้อมูลขึ้นคลาวด์ เพื่อสำรองเอกสารสำคัญแล้ว","They started driving data to the cloud to back up important documents"
"แม่บ้านยัวะนิดหน่อย เพราะห้องครัวเลอะเทอะเกินที่จะทำอาหารเช้า","The housekeeper got slightly annoyed because the kitchen was too messy to cook breakfast"
"ที่ประชุมวันนี้ถือว่าเริ่ดมาก เพราะทุกคนเตรียมข้อมูลมาอย่างดี","Today's meeting was fabulous because everyone prepared their data very well"
