"ตอนนี้ฉันกำลังเขียนทรานสคริปต์ยาว ๆ เพื่อเตรียมประชุมกับเพื่อนร่วมงานนะ","Right now, I'm writing a long transcript to prepare for a meeting with my colleagues."
"ฉันรู้สึกท้องเฟ้อเล็กน้อยหลังอาหารเที่ยง แต่ก็ยังมีแรงทำงานต่อได้นะ","I feel a bit bloated after lunch, but I can still keep working."
"ถ้าคุณสมัครสมาชิกวันนี้ คุณจะได้รับของสมนาคุณฟรี และอาจได้ส่วนลดเพิ่มด้วยนะ","If you subscribe today, you'll get free gifts and possibly an additional discount."
"เหล็กชิ้นนี้เพิ่งถูกหลอมเสร็จ และมันยังร้อนอยู่มากนะ","This piece of metal was just melted, and it's still very hot."
"เธอทำหน้าตาโบ๊เบ๊เพราะง่วงนอนมาก แต่ยังอยากอ่านหนังสือให้จบก่อน","She looks quite sleepy, but she still wants to finish the book first."
"เมื่อวานฉันฟลุคเจอเงินหล่นอยู่ที่สวนเลยเอาไปคืนเจ้าของ","Yesterday, I luckily found some money dropped in the park and returned it to its owner."
"ฉันเคยเดินทางไปฝรั่งเศสเมื่อปีที่แล้ว และชอบรสชาติของขนมปังที่นั่นมาก","I traveled to France last year and really loved the taste of the bread there."
"เธอใส่ชุดใหม่วันนี้แล้วดูเริ่ดมาก ทุกคนชมไม่หยุดเลยนะ","She wore a new outfit today and looked absolutely fabulous, everyone kept praising her."
"อย่าทำให้เขายัวะไปกว่านี้เลยนะ เพราะเขาดูเครียดอยู่แล้ว","Don't make him any angrier because he already seems stressed."
"ฉันกำลังฝึกใช้สะแล็งภาษาอังกฤษ เพื่อให้สื่อสารกับเพื่อนต่างชาติได้ดีขึ้น","I am practicing English slang so I can communicate better with my foreign friends."
"แม่ตีมือลูกเบา ๆ เพียงครั้งเดียว แล้วบอกว่าเพียะเดียวก็พอให้จำได้","The mother lightly slapped her child's hand once and said that's enough for them to remember."
"เสียงลูกโป่งแตกดังเปียะ ทำเอาเด็ก ๆ ตกใจร้องลั่นกันเลย","The balloon popped with a loud 'piah' sound, startling all the children."
"วันนี้ฉันอยากทำงานจากคาเฟ่ เพราะบรรยากาศเงียบและสร้างสมาธิได้ดี","Today I'd like to work from a cafe, because it's quiet and helps me focus."
"คุณสนใจไปเที่ยวทะเลสุดสัปดาห์นี้ไหม จะได้พักผ่อนแบบเต็มที่","Are you interested in going to the beach this weekend, so we can fully relax?"
"ถ้าเราวางแผนล่วงหน้าให้ดี เราจะมีเวลาเหลือสำหรับกิจกรรมอื่น ๆ ด้วย","If we plan ahead properly, we'll have time left for other activities too."
"ฉันลองทำขนมใหม่เมื่อวาน และมันออกมาอร่อยเกินคาดเลยนะ","I tried baking something new yesterday, and it turned out surprisingly delicious."
"การออกกำลังกายเป็นสิ่งสำคัญ เพราะช่วยให้สุขภาพแข็งแรงและจิตใจผ่อนคลาย","Exercising is important because it keeps you healthy and helps you relax mentally."
"เมื่อวานฉันตื่นสายเพราะนาฬิกาปลุกเสีย จึงรีบออกจากบ้านแทบไม่ทัน","Yesterday I woke up late because my alarm clock was broken, so I had to rush out of the house."
"ฉันชอบดื่มกาแฟก่อนเริ่มงาน เพราะมันทำให้ฉันรู้สึกตื่นตัวมากขึ้น","I like drinking coffee before starting work because it makes me feel more alert."
"ดอกไม้ในสวนกำลังบานสวยมาก ฉันถ่ายรูปเก็บไว้เป็นที่ระลึกหลายใบ","The flowers in the garden are blooming beautifully, and I took several photos as souvenirs."
"เพื่อนของฉันเรียนภาษาจีนอยู่ และพวกเขาก็ฝึกสนทนากันทุกเย็น","My friend is studying Chinese, and they practice speaking it every evening."
"คืนนี้ฉันว่าง อยากนัดเพื่อนออกไปกินข้าวและคุยกันสบาย ๆ","I'm free tonight; I'd like to meet friends for dinner and have a casual chat."
"เวลาโกรธ ฉันพยายามหายใจลึก ๆ เพื่อระงับอารมณ์ก่อนพูดจา","When I get angry, I try taking deep breaths to calm down before speaking."
"ฉันต้องทำชิ้นงานส่งพรุ่งนี้ แต่ยังทำไม่เสร็จเลย คงต้องอดนอน","I have a project due tomorrow, but I'm not finished yet, so I'll likely have to stay up late."
"เพิ่งรู้ว่าการปลูกผักสวนครัวในบ้านเป็นเรื่องสนุกและช่วยประหยัดค่าใช้จ่าย","I just realized that growing kitchen herbs at home is fun and helps save money."
"เรามาช่วยกันวางแผนทริปปีใหม่ล่วงหน้า เผื่อจองที่พักราคาถูกทัน","Let's plan our New Year trip in advance so we can book cheaper accommodations in time."
"เมื่อวานฉันเจอลูกแมวจรที่ดูหิวโซ เลยให้อาหารและน้ำไปก่อน","Yesterday, I found a stray kitten that looked hungry, so I gave it some food and water."
"ฉันกำลังฝึกเล่นกีตาร์เพลงใหม่ แต่ยังจับคอร์ดยากอยู่เลย","I'm practicing a new guitar song, but I'm still struggling with the chords."
"เคยไปประเทศญี่ปุ่นมาแล้วประทับใจซูชิมาก อยากกลับไปอีกครั้ง","I once visited Japan and was impressed by the sushi, so I want to go back again."
