"พ่อของฉันรู้สึกเบลอเมื่อตื่นขึ้นมาเช้านี้ เพราะเขาโผนตัวลงจากเตียงเร็วเกินไป","My father felt dizzy when he woke up this morning because he jumped out of bed too quickly"
"ร้านอาหารเยอะมากในห้างนี้ แต่เราควรไปร้านที่เพื่อนแนะนำเพราะอาหารอร่อยและราคาไม่แพง","There are many restaurants in this mall, but we should go to the one our friend recommended because the food is delicious and not expensive"
"น้องสาวของฉันซื้อแบล็คเบอร์รี่มาเยอะมาก จึงแบ่งให้เพื่อนบ้านด้วย","My sister bought a lot of blackberries, so she shared some with the neighbors"
"ฉันล็อคประตูบ้านไว้แล้วก่อนออกไปทำงาน แต่จำไม่ได้ว่าปิดหน้าต่างหรือเปล่า","I locked the house door before going to work, but I can't remember if I closed the windows"
"คนขับรถบรรทุกต้องหนุนล้อไว้เพื่อความปลอดภัย เพราะจอดรถบนพื้นที่ลาดชัน","The truck driver had to support the wheels for safety because he parked on a steep slope"
"ผมไปซื้อบลูเบอร์รี่ที่ตลาดเมื่อเช้า แต่ราคาแพงมากเพราะเป็นผลไม้นำเข้า","I went to buy blueberries at the market this morning, but they were very expensive because they're imported fruit"
"น้องชายของฉันน็อคประตูสามครั้งก่อนเข้าบ้าน เพราะเป็นความเคยชินตั้งแต่เด็ก","My little brother knocks on the door three times before entering the house because it's been his habit since childhood"
"เขาโหมงานหนักมาตลอดเดือน จึงต้องพักผ่อนให้เพียงพอในวันหยุด","He has been working intensively all month, so he needs to get enough rest on holidays"
"แม่บอกว่าอาหารเช้าวันนี้เลอะเทอะมาก เพราะน้องชายทำไข่เจียวแตกกระจาย","Mom said breakfast was very messy today because my little brother made a scrambled egg that scattered everywhere"
"หลังจากที่ฝนตกหนัก น้ำก็ท่วมถนนจึงต้องหาเส้นทางอื่นไปทำงาน","After the heavy rain, the road was flooded so I had to find another route to work"
"เด็กๆชอบเล่นบล็อกตัวต่อในห้องเรียน จึงต้องคอยเก็บให้เรียบร้อยก่อนกลับบ้าน","The children like to play with building blocks in the classroom, so they need to clean up properly before going home"
"คุณแม่โผนตัวขึ้นรถเมล์อย่างรวดเร็ว เพราะกลัวว่าจะไม่ทันเวลาทำงาน","My mother quickly jumped onto the bus because she was afraid of being late for work"
"พี่สาวของฉันชอบดื่มชาเย็นเยอะๆในหน้าร้อน แต่แม่บอกว่าไม่ดีต่อสุขภาพ","My sister likes to drink a lot of iced tea in the hot season, but mom says it's not good for health"
"เขารู้สึกเบลอและมึนหัวหลังจากนั่งดูโทรทัศน์ติดต่อกันหลายชั่วโมง","He felt dizzy and had a headache after watching television continuously for many hours"
"พ่อล็อครถยนต์สองครั้งเพื่อความมั่นใจ ก่อนที่จะเดินเข้าไปในห้างสรรพสินค้า","Dad locked the car twice for assurance before walking into the shopping mall"
"น้องสาวต้องหนุนหมอนสูงๆตอนนอน เพราะเธอมีปัญหาเรื่องการหายใจตอนกลางคืน","My sister needs to prop up high pillows when sleeping because she has breathing problems at night"
"แม่บ่นว่าห้องครัวเลอะเทอะมากหลังจากที่พ่อทำอาหารเย็น แต่อาหารก็อร่อยมาก","Mom complained that the kitchen was very messy after dad cooked dinner, but the food was very delicious"
"เธอจึงตัดสินใจย้ายบ้านเพื่อให้ใกล้ที่ทำงานมากขึ้น หลังจากเบื่อกับการเดินทางไกล","She therefore decided to move house to be closer to work after getting tired of the long commute"
"น้องชายชอบกินบลูเบอร์รี่สดมากกว่าแบบแช่แข็ง เพราะรสชาติดีกว่าและมีประโยชน์มากกว่า","My little brother prefers fresh blueberries over frozen ones because they taste better and are more nutritious"
"คนขับรถบรรทุกน็อคประตูรถก่อนออกเดินทางทุกครั้ง เพื่อให้แน่ใจว่าปิดสนิทดี","The truck driver knocks on the truck door before every trip to ensure it's properly closed"
