"คุณเคยไปบราซิลหรือยัง เพราะผมอยากรู้ว่าอากาศที่นั่นร้อนแค่ไหน","Have you been to Brazil yet? I want to know how hot the weather is there."  
"ถ้าคุณรีบไปตอนเช้า คุณอาจจะได้ที่จอดรถฟรีหน้าเซ็นทรัล","If you hurry in the morning, you might get free parking in front of Central."  
"ชาวนาใช้แทรกเตอร์ไถนาตั้งแต่เช้ามืดจนถึงพลบค่ำ","Farmers use tractors to plow fields from dawn until dusk."  
"เธอมักเคลิ้มคิดถึงวันเก่าๆ เวลาที่ฟังเพลงเศร้า","She often daydreams about old times when listening to sad songs."  
"แม่ทำปอเปี๊ยะไส้ผักไว้ให้เรากินตอนเย็น","Mom made vegetable spring rolls for us to eat tonight."  
"ใบไม้ผล็อยไปตามน้ำอย่างช้าๆ ใต้แสงอาทิตย์ยามบ่าย","Leaves drift slowly along the water under the afternoon sun."  
"ร้านอาหารที่อร่อยอยู่ตรงโน้น ข้างๆ โรงหนังเก่า","The tasty restaurant is over there, next to the old cinema."   
"เพื่อนฉันจะไปเรียนต่อที่ประเทศฟร็องซ์ปีหน้า","My friend will study in France next year."  
"อย่าลืมดร็อปแผนที่ในแชทกลุ่มก่อนออกจากบ้านนะ","Don’t forget to drop the map in the group chat before leaving."  
"เสื้อตัวใหม่ของคุณดูเริ่ดมาก เหมาะกับสไตล์ของคุณเลย","Your new shirt looks awesome and suits your style perfectly."  
"เราต้องเติมน้ำในแท็งก์น้ำก่อนที่จะหมด","We need to refill the water tank before it runs out."    
"แน่ะ! ฉันบอกแล้วว่าวันนี้ฝนจะตก เธอไม่เชื่อฉันเลย","See! I told you it would rain today, but you didn’t believe me."  
"รูปปั้นบรอนซ์ในสวนถูกสร้างขึ้นเมื่อร้อยปีที่แล้ว","The bronze statue in the park was made a century ago."  
"เขาเปิดร้านกาแฟเป็นแฟรนไชส์ชื่อดังในย่านนี้","He opened a famous coffee franchise in this neighborhood."  
