"เมื่อวานฉันไปซื้อผักที่ตลาดและพบเพื่อนเก่าที่ไม่ได้เจอกันนาน","Yesterday I went to buy vegetables at the market and met an old friend I hadn't seen in a long time."
"รถไฟฟ้าสายใหม่จะเปิดให้บริการพรุ่งนี้แต่ราคาตั๋วยังไม่ประกาศ","The new subway line will open tomorrow but the ticket prices haven't been announced yet."
"คุณควรใช้ครีมกันแดดก่อนออกไปข้างนอกเพราะแดดแรงมากช่วงนี้","You should apply sunscreen before going outside because the sun is very strong these days."
"เมื่อเธอเดินผ่านร้านขนมไทยกลิ่นมะพร้าวเผาส่งกลิ่นหอมจนต้องหยุดซื้อ","When she walked past the Thai dessert shop, the smell of roasted coconut made her stop to buy some."
"นักท่องเที่ยวคนนั้นกำลังถามทางไปวัดพระศรีรัตนศาสดารามด้วยสำเนียงฝรั่งเศสแปลกๆ","That tourist is asking directions to Wat Phra Kaew using a strange French accent."
"ถ้าวันเสาร์ฝนไม่ตกเราจะไปปิกนิกที่สวนสาธารณะกันไหม","If it doesn't rain on Saturday, should we go for a picnic at the public park?"
"แม่บอกให้ฉันรีบซักผ้าเพราะว่ากลุ่มเมฆดำกำลังเคลื่อนเข้ามาใกล้","Mom told me to hurry up with the laundry because dark storm clouds are closing in."
"ขณะที่กำลังนั่งอ่านหนังสือในห้องสมุดไฟล์ดราฟท์ก็หล่นจากชั้นดังเปรี๊ยะ","While reading in the library, my draft file fell from the shelf with a loud clatter."
"แมวตัวนั้นกระโดดขึ้นไปบนต้นไม้แล้วร้องเสียงแจ้วเหมือนจะขอความช่วยเหลือ","That cat jumped up the tree and mewed shrilly as if asking for help."
"เดี๋ยวฉันจะไปซื้อกาแฟที่ร้านแฟรนไชส์เปิดใหม่แล้วค่อยมารับเธอที่บ้านนะ","I'll go buy coffee from the new franchise shop first, then come pick you up at home."
"ถ้าเธอไม่รีบร้อนเราอาจจะแวะเยี่ยมป้าที่โรงพยาบาลก่อนกลับบ้านก็ได้","If you're not in hurry, maybe we can visit aunt at the hospital before going home."
"เด็กนักเรียนกลุ่มนั้นกำลังซื้อปอเปี๊ยะร้อนร้อนจากร้านข้างถนนด้วยเสียงหัวเราะดัง","Those students are buying hot spring rolls from the street vendor with loud laughter."
"ระหว่างรอรถเมล์เขาก็เปิดแอพเรียนภาษาไทยทำแบบฝึกหัดไปสามบทแล้ว","While waiting for the bus, he opened Thai learning app and completed three lessons."
"ฟลุ๊คจริงจริงที่เจอเพื่อนเก่าในศูนย์การค้าแล้วเขายังจำชื่อเล่นฉันได้","What a luck meeting my old friend at the mall who still remembered my nickname."
"ถ้าไม่ใส่ใจสัญญาณไฟจราจรอาจเกิดอุบัติเหตุร้ายแรงได้โดยง่าย","Not paying attention to traffic lights could easily lead to serious accidents."
"เธอควรตรวจสอบตารางรถไฟอีกครั้งเพราะอาจมีการเปลี่ยนแปลงฉับพลัน","You should double-check the train schedule as there might be sudden changes."
"ระหว่างประชุมหัวหน้าโดนโทรศัพท์สายสำคัญทำให้ต้องลุกออกไปรับ","During the meeting, the boss got an important call and had to go out to receive it."
"แสงแดดแรงจัดทำให้ผ้าเปียกที่ตากไว้แห้งสนิทภายในสามชั่วโมงเท่านั้น","The strong sunlight dried the wet laundry completely in just three hours."
"เด็กน้อยวิ่งพลาดเหยียบแอปเปิ้ลที่หล่นทำให้ลื่นล้มดังเปรี๊ยะ","The child tripped on a fallen apple while running and fell with a loud thud."
"เอกสารไม่ครบอาจทำให้กระบวนการสมัครงานล่าช้าออกไป","Incomplete documents might delay the job application process significantly."
"ระหว่างนั่งรถเขาก็เปิดเพลงไทยเดิมฟังแล้วพยายามร้องตามทำนอง","While in the car, he played traditional Thai music and tried to sing along."
"เธอต้องรีบตัดสินใจแล้วนะเพราะโปรโมชั่นนี้จะหมดอายุในอีกสองชั่วโมง","You need to decide quickly because this promotion expires in two hours."
"แมวสีสวาทวิ่งไล่จับผีเสื้อกลางสวนจนชนกระถางแตกเสียงดังโครม","The gray cat chased butterflies in the garden and knocked over a pot with a crash."
"ถ้าอากาศยังร้อนแบบนี้เราควรจะไปเที่ยวทะเลภาคใต้กันดีไหม","If the weather stays this hot, should we go visit southern beaches?"
"ขณะเดินผ่านตรอกมืดเขาได้ยินเสียงแมวร้องแบบน่าสงสาร","Walking through the dark alley, he heard pitiful meowing from a cat."
"คุณครูบอกให้นักเรียนเตรียมตัวสอบปลายภาคแต่ทุกคนยังเฉยเมย","The teacher told students to prepare for finals but everyone remains uninterested."
"รถบรรทุกขนผลไม้พลิกคว่ำทำให้ถนนเลอะน้ำมะพร้าวทั้งสาย","A fruit truck overturned spilling coconut water all over the road."
"เธอควรลองใส่ชุดไทยไปงานเลี้ยงดูสักครั้งจะได้ไม่เหมือนชาวต่างชาติ","You should try wearing Thai costume to the party to avoid looking like a foreigner."
"ระหว่างนั่งรออาหารเขาก็วาดภาพทิวทัศน์ด้วยปากกาลูกลื่นบนกระดาษทิชชู่","While waiting for food, he sketched landscapes with ballpoint pen on napkins."
"ถ้าไม่รีบแก้ไขปัญหาน้ำรั่วอาจทำให้ค่าน้ำเดือนนี้พุ่งสูงได้","If we don't fix the water leakage quickly, this month's water bill might skyrocket."
"ขณะปีนเขาพวกเขาเจอกับพายุฝนจึงต้องหาที่กำบังใต้หน้าผา","While hiking they encountered rainstorm and had to shelter under a cliff."
"เธอควรพักสายตาจากหน้าจอบ้างแล้วไปเดินเล่นข้างนอกสักสิบนาที","You should rest your eyes from the screen and walk outside for ten minutes."
"เด็กชายวิ่งโวยวายเพราะโดนเพื่อนแย่งขนมจีบไปทั้งถุงแล้วหนีหาย","The boy yelled angrily when his friend stole his whole bag of snacks and ran away."
"ระหว่างนั่งรถไฟเขาได้เจอเพื่อนร่วมงานเก่าที่ย้ายไปต่างจังหวัดนานแล้ว","On the train he met an old colleague who moved to another province years ago."
"ถ้าอยากสุขภาพดีควรกินผักให้มากและออกกำลังกายสม่ำเสมอ","To stay healthy you should eat more vegetables and exercise regularly."
